date,group,ridership,on_time_pct,day_type,vehicle_type,fuel_liters,cost_usd,co2_kg
2025-01-31,Route B,852,85.4,Weekday,Diesel,88.4,198.62,236.9
2025-02-01,Route B,714,91.9,Weekend,CNG,81.0,188.47,162.0
2025-02-02,Route B,691,90.4,Weekend,CNG,79.9,187.13,159.8
2025-02-03,Route B,981,85.2,Weekday,Hybrid,95.9,209.74,153.4
2025-02-04,Route B,1007,86.4,Weekday,Hybrid,97.5,212.18,156.0
2025-02-05,Route B,988,90.2,Weekday,Diesel,96.6,211.12,258.9
2025-02-06,Route B,995,89.4,Weekday,Diesel,97.1,212.03,260.2
2025-02-07,Route B,953,87.0,Weekday,CNG,94.9,209.15,189.8
2025-02-08,Route B,715,88.9,Weekend,CNG,82.0,191.30,164.0
2025-02-09,Route B,711,89.4,Weekend,Hybrid,81.9,191.36,131.0
2025-02-10,Route B,933,88.6,Weekday,Hybrid,94.3,208.92,150.9
2025-02-11,Route B,951,93.0,Weekday,Diesel,87.4,187.47,234.2
2025-02-12,Route B,958,83.1,Weekday,Diesel,87.9,188.37,235.6
2025-02-13,Route B,1015,89.1,Weekday,CNG,91.2,193.20,182.4
2025-02-14,Route B,927,88.6,Weekday,CNG,86.5,186.82,173.0
2025-02-15,Route B,687,87.0,Weekend,Hybrid,73.4,168.68,117.4
2025-02-16,Route B,703,87.6,Weekend,Hybrid,74.4,170.29,119.0
2025-02-17,Route B,978,86.1,Weekday,Diesel,89.7,191.91,240.4
2025-02-18,Route B,956,85.6,Weekday,Diesel,88.6,190.58,237.4
2025-02-19,Route B,1027,84.8,Weekday,CNG,92.6,196.38,185.2
2025-02-20,Route B,931,87.2,Weekday,CNG,87.5,189.44,175.0
2025-02-21,Route B,915,84.9,Weekday,Hybrid,86.8,188.67,138.9
2025-02-22,Route B,670,90.1,Weekend,Hybrid,73.4,170.11,117.4
2025-02-23,Route B,638,85.2,Weekend,Diesel,71.8,168.08,192.4
2025-02-24,Route B,907,85.7,Weekday,Diesel,86.7,189.14,232.4
2025-02-25,Route B,1012,90.8,Weekday,CNG,92.6,197.60,185.2
2025-02-26,Route B,1052,85.8,Weekday,CNG,95.0,201.17,190.0
2025-02-27,Route B,973,83.3,Weekday,Hybrid,90.8,195.49,145.3
2025-02-28,Route B,908,85.4,Weekday,Diesel,87.3,190.80,234.0
2025-03-01,Route B,710,86.7,Weekend,Diesel,76.6,176.02,205.3
2025-03-02,Route B,731,93.8,Weekend,CNG,77.9,178.04,155.8
2025-03-03,Route B,939,87.4,Weekday,CNG,89.4,194.35,178.8
2025-03-04,Route B,1035,84.9,Weekday,Hybrid,94.9,202.25,151.8
2025-03-05,Route B,1029,86.1,Weekday,Hybrid,94.7,202.18,151.5
2025-03-06,Route B,983,83.8,Weekday,Diesel,92.3,199.02,247.4
2025-03-07,Route B,915,87.5,Weekday,Diesel,88.7,194.18,237.7
2025-03-08,Route B,764,91.9,Weekend,CNG,80.5,182.91,161.0
2025-03-09,Route B,808,86.7,Weekend,CNG,83.0,186.61,166.0
2025-03-10,Route B,988,86.5,Weekday,Hybrid,93.1,200.96,149.0
2025-03-11,Route B,1108,83.5,Weekday,Hybrid,99.8,210.54,159.7
2025-03-12,Route B,987,84.1,Weekday,Diesel,93.3,201.64,250.0
2025-03-13,Route B,889,84.3,Weekday,Diesel,88.0,194.43,235.8
2025-03-14,Route B,885,86.3,Weekday,CNG,88.0,194.63,176.0
2025-03-15,Route B,718,94.4,Weekend,CNG,78.9,182.10,157.8
2025-03-16,Route B,758,87.0,Weekend,Hybrid,81.3,185.66,130.1
2025-03-17,Route B,914,87.2,Weekday,Hybrid,90.0,198.04,144.0
2025-03-18,Route B,955,91.2,Weekday,Diesel,92.4,201.61,247.6
2025-03-19,Route B,1083,84.3,Weekday,Diesel,99.5,211.75,266.7
2025-03-20,Route B,912,89.7,Weekday,CNG,90.3,199.08,180.6
2025-03-21,Route B,919,89.3,Weekday,CNG,90.8,199.98,181.6
2025-03-22,Route B,635,86.8,Weekend,Hybrid,75.3,178.48,120.5
2025-03-23,Route B,719,88.7,Weekend,Hybrid,80.1,185.41,128.2
2025-03-24,Route B,939,87.4,Weekday,Diesel,92.3,202.69,247.4
2025-03-25,Route B,972,85.1,Weekday,Diesel,94.2,205.56,252.5
2025-03-26,Route B,1041,87.0,Weekday,CNG,98.2,211.36,196.4
2025-03-27,Route B,1027,82.1,Weekday,CNG,97.5,210.58,195.0
2025-03-28,Route B,859,89.3,Weekday,Hybrid,88.4,198.05,141.4
2025-03-29,Route B,725,86.1,Weekend,Hybrid,81.2,188.17,129.9
2025-03-30,Route B,792,88.7,Weekend,Diesel,85.0,193.70,227.8
2025-03-31,Route B,1017,85.5,Weekday,Diesel,97.5,211.40,261.3
2025-04-01,Route B,708,93.6,Holiday,CNG,80.7,188.08,161.4
2025-04-02,Route B,1030,88.2,Weekday,CNG,98.5,213.21,197.0
2025-04-03,Route B,1029,89.3,Weekday,Hybrid,98.6,213.55,157.8
2025-04-04,Route B,890,87.3,Weekday,Hybrid,91.1,203.26,145.8
2025-04-05,Route B,761,82.9,Weekend,Diesel,84.1,193.66,225.4
2025-04-06,Route B,673,82.0,Weekend,Diesel,79.4,187.28,212.8
2025-04-07,Route B,957,87.3,Weekday,CNG,95.2,209.61,190.4
2025-04-08,Route B,1098,85.3,Weekday,CNG,103.1,220.87,206.2
2025-04-09,Route B,1120,80.9,Weekday,Hybrid,104.4,222.90,167.0
2025-04-10,Route B,928,84.9,Weekday,Hybrid,94.0,208.54,150.4
2025-04-11,Route B,956,84.9,Weekday,Diesel,87.7,187.92,235.0
2025-04-12,Route B,624,87.7,Weekend,Diesel,69.6,162.79,186.5
2025-04-13,Route B,671,89.9,Weekend,CNG,72.3,166.77,144.6
2025-04-14,Route B,991,82.1,Weekday,CNG,90.0,191.76,180.0
2025-04-15,Route B,1013,81.7,Weekday,Hybrid,91.4,193.92,146.2
2025-04-16,Route B,1049,87.7,Weekday,Hybrid,93.5,197.06,149.6
2025-04-17,Route B,966,86.3,Weekday,Diesel,89.0,190.97,238.5
2025-04-18,Route B,919,82.4,Weekday,CNG,86.6,187.81,173.2
2025-04-19,Route B,716,84.7,Weekend,CNG,75.6,172.62,151.2
2025-04-20,Route B,709,84.1,Weekend,Hybrid,75.3,172.40,120.5
2025-04-21,Route B,1068,84.8,Weekday,Hybrid,95.2,200.46,152.3
2025-04-22,Route B,1010,85.3,Weekday,Diesel,92.1,196.33,246.8
2025-04-23,Route B,1052,84.0,Weekday,Diesel,94.6,200.03,253.5
2025-04-24,Route B,1043,86.9,Weekday,CNG,94.2,199.68,188.4
2025-04-25,Route B,924,82.9,Weekday,CNG,87.8,190.92,175.6
2025-04-26,Route B,713,80.6,Weekend,Hybrid,76.4,175.16,122.2
2025-04-27,Route B,669,91.6,Weekend,Hybrid,74.1,172.15,118.6
2025-04-28,Route B,1058,83.7,Weekday,Diesel,95.6,202.45,256.2
2025-04-29,Route B,1073,85.4,Weekday,Diesel,96.6,204.06,258.9
2025-04-30,Route B,1201,87.8,Weekday,CNG,103.7,214.20,207.4
