date,group,ridership,on_time_pct,day_type,vehicle_type,fuel_liters,cost_usd,co2_kg
2025-02-15,Route F,839,93.88,Weekend,Hybrid,82.8,183.43,132.5
2025-02-16,Route F,846,94.016,Weekend,Diesel,83.3,184.33,223.2
2025-02-17,Route F,853,94.152,Weekday,Diesel,83.9,185.38,224.9
2025-02-18,Route F,860,94.288,Weekday,CNG,84.4,186.28,168.8
2025-02-19,Route F,866,94.424,Weekday,CNG,84.8,187.04,169.6
2025-02-20,Route F,873,94.56,Weekday,Hybrid,85.4,188.09,136.6
2025-02-21,Route F,880,94.696,Weekday,Hybrid,85.9,188.99,137.4
2025-02-22,Route F,887,94.832,Weekend,Diesel,86.4,189.90,231.6
2025-02-23,Route F,894,94.968,Weekend,Diesel,86.9,190.80,232.9
2025-02-24,Route F,900,87.104,Weekday,CNG,87.4,191.70,174.8
2025-02-25,Route F,907,87.24,Weekday,CNG,87.9,192.61,175.8
2025-02-26,Route F,914,87.376,Weekday,Hybrid,88.4,193.51,141.4
2025-02-27,Route F,521,87.512,Weekday,Hybrid,67.0,163.76,107.2
2025-02-28,Route F,528,87.648,Weekday,Diesel,67.5,164.66,180.9
2025-03-01,Route F,534,87.784,Weekend,Diesel,67.9,165.42,182.0
2025-03-02,Route F,541,87.92,Weekend,CNG,68.5,166.47,137.0
2025-03-03,Route F,548,88.056,Weekday,CNG,69.0,167.37,138.0
2025-03-04,Route F,555,88.19200000000001,Weekday,Hybrid,69.5,168.28,111.2
2025-03-05,Route F,562,88.328,Weekday,Hybrid,70.0,169.18,112.0
2025-03-06,Route F,568,88.464,Weekday,Diesel,70.5,170.08,188.9
2025-03-07,Route F,575,88.6,Weekday,Diesel,71.0,170.99,190.3
2025-03-08,Route F,582,88.736,Weekend,CNG,71.5,171.89,143.0
2025-03-09,Route F,589,88.872,Weekend,CNG,72.1,172.94,144.2
2025-03-10,Route F,596,89.008,Weekday,Hybrid,72.6,173.84,116.2
2025-03-11,Route F,602,89.144,Weekday,Hybrid,73.0,174.60,116.8
2025-03-12,Route F,609,89.28,Weekday,Diesel,73.6,175.65,197.2
2025-03-13,Route F,616,89.416,Weekday,Diesel,74.1,176.55,198.6
2025-03-14,Route F,623,89.552,Weekday,CNG,74.6,177.46,149.2
2025-03-15,Route F,630,89.688,Weekend,CNG,75.1,178.36,150.2
2025-03-16,Route F,636,89.824,Weekend,Hybrid,75.6,179.26,121.0
2025-03-17,Route F,643,89.96,Weekday,Hybrid,76.1,180.17,121.8
2025-03-18,Route F,650,90.096,Weekday,Diesel,76.6,181.07,205.3
2025-03-19,Route F,657,90.232,Weekday,Diesel,77.2,182.12,206.9
2025-03-20,Route F,664,90.368,Weekday,CNG,77.7,183.02,155.4
2025-03-21,Route F,670,90.504,Weekday,CNG,78.1,183.78,156.2
2025-03-22,Route F,677,90.64,Weekend,Hybrid,78.7,184.83,125.9
2025-03-23,Route F,684,90.776,Weekend,Hybrid,79.2,185.73,126.7
2025-03-24,Route F,691,90.912,Weekday,Diesel,79.7,186.64,213.6
2025-03-25,Route F,698,91.048,Weekday,Diesel,80.2,187.54,214.9
2025-03-26,Route F,704,91.184,Weekday,CNG,80.7,188.44,161.4
2025-03-27,Route F,711,91.32,Weekday,CNG,81.2,189.35,162.4
2025-03-28,Route F,718,91.456,Weekday,Hybrid,81.7,190.25,130.7
2025-03-29,Route F,725,91.592,Weekend,Hybrid,82.3,191.30,131.7
2025-03-30,Route F,732,91.728,Weekend,Diesel,82.8,192.20,221.9
2025-03-31,Route F,738,91.864,Weekday,Diesel,83.2,192.96,223.0
2025-04-01,Route F,745,92,Holiday,CNG,83.8,194.01,167.6
2025-04-02,Route F,752,92.136,Weekday,CNG,84.3,194.91,168.6
2025-04-03,Route F,759,92.272,Weekday,Hybrid,76.8,172.62,122.9
2025-04-04,Route F,766,92.408,Weekday,Hybrid,77.3,173.52,123.7
2025-04-05,Route F,772,92.544,Weekend,Diesel,77.8,174.42,208.5
2025-04-06,Route F,779,92.68,Weekend,CNG,78.3,175.33,156.6
2025-04-07,Route F,786,92.816,Weekday,CNG,78.8,176.23,157.6
2025-04-08,Route F,793,92.952,Weekday,Hybrid,79.4,177.28,127.0
2025-04-09,Route F,800,93.088,Weekday,Hybrid,79.9,178.18,127.8
2025-04-10,Route F,806,93.224,Weekday,Diesel,80.3,178.94,215.2
2025-04-11,Route F,813,93.36,Weekday,Diesel,80.9,179.99,216.8
2025-04-12,Route F,820,93.496,Weekend,CNG,81.4,180.89,162.8
2025-04-13,Route F,827,93.632,Weekend,CNG,81.9,181.80,163.8
2025-04-14,Route F,834,93.768,Weekday,Hybrid,82.4,182.70,131.8
2025-04-15,Route F,840,93.904,Weekday,Hybrid,82.9,183.60,132.6
2025-04-16,Route F,847,94.04,Weekday,Diesel,83.4,184.51,223.5
2025-04-17,Route F,854,94.176,Weekday,Diesel,83.9,185.41,224.9
2025-04-18,Route F,861,94.312,Weekday,CNG,84.5,186.46,169.0
2025-04-19,Route F,868,94.44800000000001,Weekend,CNG,85.0,187.36,170.0
2025-04-20,Route F,874,94.584,Weekend,Hybrid,85.4,188.12,136.6
2025-04-21,Route F,881,94.72,Weekday,Hybrid,86.0,189.17,137.6
2025-04-22,Route F,888,94.856,Weekday,Diesel,86.5,190.07,231.8
2025-04-23,Route F,895,94.992,Weekday,Diesel,87.0,190.98,233.2
2025-04-24,Route F,902,87.128,Weekday,CNG,87.5,191.88,175.0
2025-04-25,Route F,908,87.264,Weekday,CNG,88.0,192.78,176.0
2025-04-26,Route F,915,87.4,Weekend,Hybrid,88.5,193.69,141.6
2025-04-27,Route F,522,87.536,Weekend,Hybrid,67.0,163.79,107.2
2025-04-28,Route F,529,87.672,Weekday,Diesel,67.6,164.84,181.2
2025-04-29,Route F,536,87.80799999999999,Weekday,Diesel,68.1,165.74,182.5
2025-04-30,Route F,542,87.944,Weekday,CNG,68.5,166.50,137.0
