date,group,ridership,on_time_pct,day_type,vehicle_type,fuel_liters,cost_usd,co2_kg
2025-04-05,Route D,398,98.0,Weekend,Diesel,64.7,167.24,173.4
2025-04-06,Route D,381,92.8,Weekend,Diesel,63.9,166.33,171.3
2025-04-07,Route D,598,93.9,Weekday,CNG,67.9,160.13,135.8
2025-04-08,Route D,627,89.9,Weekday,CNG,69.7,162.86,139.4
2025-04-09,Route D,655,89.6,Weekday,Hybrid,71.3,165.30,114.1
2025-04-10,Route D,603,89.6,Weekday,Hybrid,68.6,161.72,109.8
2025-04-11,Route D,600,85.9,Weekday,Diesel,68.6,161.93,183.8
2025-04-12,Route D,387,89.9,Weekend,CNG,57.0,145.89,114.0
2025-04-13,Route D,420,87.4,Weekend,CNG,59.0,148.90,118.0
2025-04-14,Route D,581,90.0,Weekday,Hybrid,68.0,161.70,108.8
2025-04-15,Route D,672,88.7,Weekday,Hybrid,73.1,169.04,117.0
2025-04-16,Route D,629,94.5,Weekday,Diesel,70.9,166.17,190.0
2025-04-17,Route D,581,82.2,Weekday,Diesel,68.4,162.87,183.3
2025-04-18,Route D,587,87.3,Weekday,CNG,68.8,163.64,137.6
2025-04-19,Route D,360,93.9,Weekend,CNG,56.5,146.62,113.0
2025-04-20,Route D,398,90.0,Weekend,Hybrid,58.7,149.90,93.9
2025-04-21,Route D,566,91.3,Weekday,Hybrid,68.1,163.27,109.0
2025-04-22,Route D,653,88.4,Weekday,Diesel,73.0,170.33,195.6
2025-04-23,Route D,692,85.4,Weekday,Diesel,75.3,173.76,201.8
2025-04-24,Route D,582,86.5,Weekday,CNG,69.4,165.70,138.8
2025-04-25,Route D,578,89.3,Weekday,CNG,69.3,165.76,138.6
2025-04-26,Route D,382,92.6,Weekend,Hybrid,58.6,150.99,93.8
2025-04-27,Route D,363,95.9,Weekend,Hybrid,57.7,149.93,92.3
2025-04-28,Route D,599,91.8,Weekday,Diesel,70.8,168.48,189.7
2025-04-29,Route D,648,89.8,Weekday,Diesel,73.7,172.74,197.5
2025-04-30,Route D,664,89.8,Weekday,CNG,74.7,174.34,149.4
